model,path,slice_idx,dice
SAM-vit_h,spleen_31.nii.gz,12,nan
SAM-vit_h,spleen_31.nii.gz,13,nan
SAM-vit_h,spleen_31.nii.gz,14,nan
SAM-vit_h,spleen_31.nii.gz,15,nan
SAM-vit_h,spleen_31.nii.gz,16,nan
SAM-vit_h,spleen_31.nii.gz,17,nan
SAM-vit_h,spleen_31.nii.gz,18,nan
SAM-vit_h,spleen_31.nii.gz,19,nan
SAM-vit_h,spleen_31.nii.gz,20,nan
SAM-vit_h,spleen_31.nii.gz,21,nan
SAM-vit_h,spleen_31.nii.gz,22,nan
SAM-vit_h,spleen_31.nii.gz,23,nan
SAM-vit_h,spleen_31.nii.gz,24,nan
SAM-vit_h,spleen_31.nii.gz,25,nan
SAM-vit_h,spleen_31.nii.gz,26,nan
SAM-vit_h,spleen_31.nii.gz,27,0.6351351351351351
SAM-vit_h,spleen_31.nii.gz,28,0.771123872026251
SAM-vit_h,spleen_31.nii.gz,29,0.8078590785907859
SAM-vit_h,spleen_31.nii.gz,30,0.9116520171286906
SAM-vit_h,spleen_31.nii.gz,31,0.888476821192053
SAM-vit_h,spleen_31.nii.gz,32,0.9221842460853669
SAM-vit_h,spleen_31.nii.gz,33,0.9465769120595818
SAM-vit_h,spleen_31.nii.gz,34,0.9257923704687796
SAM-vit_h,spleen_31.nii.gz,35,0.927159331607437
SAM-vit_h,spleen_31.nii.gz,36,0.9255131964809384
SAM-vit_h,spleen_31.nii.gz,37,0.914576802507837
SAM-vit_h,spleen_31.nii.gz,38,0.9111121490961746
SAM-vit_h,spleen_31.nii.gz,39,0.922588592003032
SAM-vit_h,spleen_31.nii.gz,40,0.9234157573330664
SAM-vit_h,spleen_31.nii.gz,41,0.9095209934949734
SAM-vit_h,spleen_31.nii.gz,42,0.8892857142857142
SAM-vit_h,spleen_31.nii.gz,43,0.8917317532992189
SAM-vit_h,spleen_31.nii.gz,44,0.8681474833595094
SAM-vit_h,spleen_31.nii.gz,45,0.8732515232129066
SAM-vit_h,spleen_31.nii.gz,46,0.862437784602351
SAM-vit_h,spleen_31.nii.gz,47,0.7555110220440882
SAM-vit_h,spleen_31.nii.gz,48,0.6903669724770642
SAM-vit_h,spleen_31.nii.gz,49,nan
SAM-vit_h,spleen_31.nii.gz,50,nan
SAM-vit_h,spleen_31.nii.gz,51,nan
SAM-vit_h,spleen_31.nii.gz,52,nan
SAM-vit_h,spleen_31.nii.gz,53,nan
SAM-vit_h,spleen_31.nii.gz,54,nan
SAM-vit_h,spleen_31.nii.gz,55,nan
SAM-vit_h,spleen_32.nii.gz,0,nan
SAM-vit_h,spleen_32.nii.gz,1,nan
SAM-vit_h,spleen_32.nii.gz,2,nan
SAM-vit_h,spleen_32.nii.gz,3,nan
SAM-vit_h,spleen_32.nii.gz,4,nan
SAM-vit_h,spleen_32.nii.gz,5,nan
SAM-vit_h,spleen_32.nii.gz,6,nan
SAM-vit_h,spleen_32.nii.gz,7,nan
SAM-vit_h,spleen_32.nii.gz,8,nan
SAM-vit_h,spleen_32.nii.gz,9,nan
SAM-vit_h,spleen_32.nii.gz,10,nan
SAM-vit_h,spleen_32.nii.gz,11,nan
SAM-vit_h,spleen_32.nii.gz,12,nan
SAM-vit_h,spleen_32.nii.gz,13,nan
SAM-vit_h,spleen_32.nii.gz,14,nan
SAM-vit_h,spleen_32.nii.gz,15,nan
SAM-vit_h,spleen_32.nii.gz,16,nan
SAM-vit_h,spleen_32.nii.gz,17,nan
SAM-vit_h,spleen_32.nii.gz,18,nan
SAM-vit_h,spleen_32.nii.gz,19,nan
SAM-vit_h,spleen_32.nii.gz,20,nan
SAM-vit_h,spleen_32.nii.gz,21,nan
SAM-vit_h,spleen_32.nii.gz,22,nan
SAM-vit_h,spleen_32.nii.gz,23,nan
SAM-vit_h,spleen_32.nii.gz,24,nan
SAM-vit_h,spleen_32.nii.gz,25,nan
SAM-vit_h,spleen_32.nii.gz,26,nan
SAM-vit_h,spleen_32.nii.gz,27,nan
SAM-vit_h,spleen_32.nii.gz,28,nan
SAM-vit_h,spleen_32.nii.gz,29,nan
SAM-vit_h,spleen_32.nii.gz,30,nan
SAM-vit_h,spleen_32.nii.gz,31,nan
SAM-vit_h,spleen_32.nii.gz,32,nan
SAM-vit_h,spleen_32.nii.gz,33,nan
SAM-vit_h,spleen_32.nii.gz,34,nan
SAM-vit_h,spleen_32.nii.gz,35,nan
SAM-vit_h,spleen_32.nii.gz,36,nan
SAM-vit_h,spleen_32.nii.gz,37,nan
SAM-vit_h,spleen_32.nii.gz,38,nan
SAM-vit_h,spleen_32.nii.gz,39,nan
SAM-vit_h,spleen_32.nii.gz,40,nan
SAM-vit_h,spleen_32.nii.gz,41,nan
SAM-vit_h,spleen_32.nii.gz,42,nan
SAM-vit_h,spleen_32.nii.gz,43,nan
SAM-vit_h,spleen_32.nii.gz,44,nan
SAM-vit_h,spleen_32.nii.gz,45,nan
SAM-vit_h,spleen_32.nii.gz,46,nan
SAM-vit_h,spleen_32.nii.gz,47,nan
SAM-vit_h,spleen_32.nii.gz,48,nan
SAM-vit_h,spleen_32.nii.gz,49,nan
SAM-vit_h,spleen_32.nii.gz,50,nan
SAM-vit_h,spleen_32.nii.gz,51,nan
SAM-vit_h,spleen_32.nii.gz,52,nan
SAM-vit_h,spleen_32.nii.gz,53,nan
SAM-vit_h,spleen_32.nii.gz,54,nan
SAM-vit_h,spleen_32.nii.gz,55,nan
SAM-vit_h,spleen_32.nii.gz,56,nan
SAM-vit_h,spleen_32.nii.gz,57,nan
SAM-vit_h,spleen_32.nii.gz,58,nan
SAM-vit_h,spleen_32.nii.gz,59,nan
SAM-vit_h,spleen_32.nii.gz,60,nan
SAM-vit_h,spleen_32.nii.gz,61,nan
SAM-vit_h,spleen_32.nii.gz,62,nan
SAM-vit_h,spleen_32.nii.gz,63,nan
SAM-vit_h,spleen_32.nii.gz,64,nan
SAM-vit_h,spleen_32.nii.gz,65,nan
SAM-vit_h,spleen_32.nii.gz,66,nan
SAM-vit_h,spleen_32.nii.gz,67,nan
SAM-vit_h,spleen_32.nii.gz,68,nan
SAM-vit_h,spleen_32.nii.gz,69,nan
SAM-vit_h,spleen_32.nii.gz,70,nan
SAM-vit_h,spleen_32.nii.gz,71,nan
SAM-vit_h,spleen_32.nii.gz,72,nan
SAM-vit_h,spleen_32.nii.gz,73,nan
SAM-vit_h,spleen_32.nii.gz,74,0.5845771144278606
SAM-vit_h,spleen_32.nii.gz,75,0.8342245989304813
SAM-vit_h,spleen_32.nii.gz,76,0.9293954776188279
SAM-vit_h,spleen_32.nii.gz,77,0.9355721847052382
SAM-vit_h,spleen_32.nii.gz,78,0.9275799637899819
SAM-vit_h,spleen_32.nii.gz,79,0.9281680892974392
SAM-vit_h,spleen_32.nii.gz,80,0.8940174770333856
SAM-vit_h,spleen_32.nii.gz,81,0.8843410326086957
SAM-vit_h,spleen_32.nii.gz,82,0.7781134608929171
SAM-vit_h,spleen_32.nii.gz,83,0.9194824399260628
SAM-vit_h,spleen_32.nii.gz,84,0.8560432140445645
SAM-vit_h,spleen_32.nii.gz,85,0.9457684645465948
SAM-vit_h,spleen_32.nii.gz,86,0.7706032285471538
SAM-vit_h,spleen_32.nii.gz,87,0.9032932566649242
SAM-vit_h,spleen_32.nii.gz,88,0.9322709163346613
SAM-vit_h,spleen_32.nii.gz,89,0.9208855017238251
SAM-vit_h,spleen_32.nii.gz,90,0.5146436027438115
SAM-vit_h,spleen_32.nii.gz,91,0.45219499057366014
SAM-vit_h,spleen_32.nii.gz,92,0.753099539496989
SAM-vit_h,spleen_32.nii.gz,93,0.7602406187338872
SAM-vit_h,spleen_32.nii.gz,94,0.6688444262964476
SAM-vit_h,spleen_32.nii.gz,95,0.3402854006586169
SAM-vit_h,spleen_32.nii.gz,96,nan
SAM-vit_h,spleen_32.nii.gz,97,nan
SAM-vit_h,spleen_32.nii.gz,98,nan
SAM-vit_h,spleen_32.nii.gz,99,nan
SAM-vit_h,spleen_32.nii.gz,100,nan
SAM-vit_h,spleen_32.nii.gz,101,nan
SAM-vit_h,spleen_32.nii.gz,102,nan
SAM-vit_h,spleen_32.nii.gz,103,nan
SAM-vit_h,spleen_33.nii.gz,0,nan
SAM-vit_h,spleen_33.nii.gz,1,nan
SAM-vit_h,spleen_33.nii.gz,2,nan
SAM-vit_h,spleen_33.nii.gz,3,nan
SAM-vit_h,spleen_33.nii.gz,4,nan
SAM-vit_h,spleen_33.nii.gz,5,nan
SAM-vit_h,spleen_33.nii.gz,6,nan
SAM-vit_h,spleen_33.nii.gz,7,nan
SAM-vit_h,spleen_33.nii.gz,8,nan
SAM-vit_h,spleen_33.nii.gz,9,nan
SAM-vit_h,spleen_33.nii.gz,10,nan
SAM-vit_h,spleen_33.nii.gz,11,nan
SAM-vit_h,spleen_33.nii.gz,12,nan
SAM-vit_h,spleen_33.nii.gz,13,nan
SAM-vit_h,spleen_33.nii.gz,14,nan
SAM-vit_h,spleen_33.nii.gz,15,nan
SAM-vit_h,spleen_33.nii.gz,16,nan
SAM-vit_h,spleen_33.nii.gz,17,nan
SAM-vit_h,spleen_33.nii.gz,18,nan
SAM-vit_h,spleen_33.nii.gz,19,nan
SAM-vit_h,spleen_33.nii.gz,20,nan
SAM-vit_h,spleen_33.nii.gz,21,nan
SAM-vit_h,spleen_33.nii.gz,22,nan
SAM-vit_h,spleen_33.nii.gz,23,nan
SAM-vit_h,spleen_33.nii.gz,24,nan
SAM-vit_h,spleen_33.nii.gz,25,nan
SAM-vit_h,spleen_33.nii.gz,26,nan
SAM-vit_h,spleen_33.nii.gz,27,nan
SAM-vit_h,spleen_33.nii.gz,28,nan
SAM-vit_h,spleen_33.nii.gz,29,nan
SAM-vit_h,spleen_33.nii.gz,30,nan
SAM-vit_h,spleen_33.nii.gz,31,nan
SAM-vit_h,spleen_33.nii.gz,32,nan
SAM-vit_h,spleen_33.nii.gz,33,nan
SAM-vit_h,spleen_33.nii.gz,34,nan
SAM-vit_h,spleen_33.nii.gz,35,nan
SAM-vit_h,spleen_33.nii.gz,36,nan
SAM-vit_h,spleen_33.nii.gz,37,nan
SAM-vit_h,spleen_33.nii.gz,38,nan
SAM-vit_h,spleen_33.nii.gz,39,nan
SAM-vit_h,spleen_33.nii.gz,40,nan
SAM-vit_h,spleen_33.nii.gz,41,nan
SAM-vit_h,spleen_33.nii.gz,42,nan
SAM-vit_h,spleen_33.nii.gz,43,nan
SAM-vit_h,spleen_33.nii.gz,44,nan
SAM-vit_h,spleen_33.nii.gz,45,nan
SAM-vit_h,spleen_33.nii.gz,46,nan
SAM-vit_h,spleen_33.nii.gz,47,nan
SAM-vit_h,spleen_33.nii.gz,48,nan
SAM-vit_h,spleen_33.nii.gz,49,0.4734982332155477
SAM-vit_h,spleen_33.nii.gz,50,0.7816558441558441
SAM-vit_h,spleen_33.nii.gz,51,0.856387199153663
SAM-vit_h,spleen_33.nii.gz,52,0.9054537797431038
SAM-vit_h,spleen_33.nii.gz,53,0.9314285714285714
SAM-vit_h,spleen_33.nii.gz,54,0.9543568464730291
SAM-vit_h,spleen_33.nii.gz,55,0.9615731011708196
SAM-vit_h,spleen_33.nii.gz,56,0.9588682211160597
SAM-vit_h,spleen_33.nii.gz,57,0.947435624600979
SAM-vit_h,spleen_33.nii.gz,58,0.9589437511304033
SAM-vit_h,spleen_33.nii.gz,59,0.9638753409936348
SAM-vit_h,spleen_33.nii.gz,60,0.952793614595211
SAM-vit_h,spleen_33.nii.gz,61,0.9591731266149871
SAM-vit_h,spleen_33.nii.gz,62,0.9598642467168363
SAM-vit_h,spleen_33.nii.gz,63,0.9497397769516729
SAM-vit_h,spleen_33.nii.gz,64,0.9458023379383634
SAM-vit_h,spleen_33.nii.gz,65,0.9653703557624044
SAM-vit_h,spleen_33.nii.gz,66,0.952926003546671
SAM-vit_h,spleen_33.nii.gz,67,0.9498459431701473
SAM-vit_h,spleen_33.nii.gz,68,0.918365481305421
SAM-vit_h,spleen_33.nii.gz,69,0.8208361625763896
SAM-vit_h,spleen_33.nii.gz,70,0.7751366467522562
SAM-vit_h,spleen_33.nii.gz,71,0.7245130280799393
SAM-vit_h,spleen_33.nii.gz,72,nan
SAM-vit_h,spleen_33.nii.gz,73,nan
SAM-vit_h,spleen_33.nii.gz,74,nan
SAM-vit_h,spleen_33.nii.gz,75,nan
SAM-vit_h,spleen_33.nii.gz,76,nan
SAM-vit_h,spleen_33.nii.gz,77,nan
SAM-vit_h,spleen_33.nii.gz,78,nan
SAM-vit_h,spleen_33.nii.gz,79,nan
SAM-vit_h,spleen_33.nii.gz,80,nan
SAM-vit_h,spleen_33.nii.gz,81,nan
SAM-vit_h,spleen_33.nii.gz,82,nan
SAM-vit_h,spleen_38.nii.gz,0,nan
SAM-vit_h,spleen_38.nii.gz,1,nan
SAM-vit_h,spleen_38.nii.gz,2,nan
SAM-vit_h,spleen_38.nii.gz,3,nan
SAM-vit_h,spleen_38.nii.gz,4,nan
SAM-vit_h,spleen_38.nii.gz,5,nan
SAM-vit_h,spleen_38.nii.gz,6,nan
SAM-vit_h,spleen_38.nii.gz,7,nan
SAM-vit_h,spleen_38.nii.gz,8,nan
SAM-vit_h,spleen_38.nii.gz,9,nan
SAM-vit_h,spleen_38.nii.gz,10,nan
SAM-vit_h,spleen_38.nii.gz,11,nan
SAM-vit_h,spleen_38.nii.gz,12,nan
SAM-vit_h,spleen_38.nii.gz,13,nan
SAM-vit_h,spleen_38.nii.gz,14,nan
SAM-vit_h,spleen_38.nii.gz,15,nan
SAM-vit_h,spleen_38.nii.gz,16,nan
SAM-vit_h,spleen_38.nii.gz,17,nan
SAM-vit_h,spleen_38.nii.gz,18,nan
SAM-vit_h,spleen_38.nii.gz,19,nan
SAM-vit_h,spleen_38.nii.gz,20,nan
SAM-vit_h,spleen_38.nii.gz,21,nan
SAM-vit_h,spleen_38.nii.gz,22,nan
SAM-vit_h,spleen_38.nii.gz,23,nan
SAM-vit_h,spleen_38.nii.gz,24,nan
SAM-vit_h,spleen_38.nii.gz,25,nan
SAM-vit_h,spleen_38.nii.gz,26,nan
SAM-vit_h,spleen_38.nii.gz,27,nan
SAM-vit_h,spleen_38.nii.gz,28,nan
SAM-vit_h,spleen_38.nii.gz,29,nan
SAM-vit_h,spleen_38.nii.gz,30,nan
SAM-vit_h,spleen_38.nii.gz,31,nan
SAM-vit_h,spleen_38.nii.gz,32,nan
SAM-vit_h,spleen_38.nii.gz,33,nan
SAM-vit_h,spleen_38.nii.gz,34,nan
SAM-vit_h,spleen_38.nii.gz,35,nan
SAM-vit_h,spleen_38.nii.gz,36,nan
SAM-vit_h,spleen_38.nii.gz,37,nan
SAM-vit_h,spleen_38.nii.gz,38,nan
SAM-vit_h,spleen_38.nii.gz,39,nan
SAM-vit_h,spleen_38.nii.gz,40,nan
SAM-vit_h,spleen_38.nii.gz,41,nan
SAM-vit_h,spleen_38.nii.gz,42,nan
SAM-vit_h,spleen_38.nii.gz,43,nan
SAM-vit_h,spleen_38.nii.gz,44,nan
SAM-vit_h,spleen_38.nii.gz,45,nan
SAM-vit_h,spleen_38.nii.gz,46,nan
SAM-vit_h,spleen_38.nii.gz,47,nan
SAM-vit_h,spleen_38.nii.gz,48,nan
SAM-vit_h,spleen_38.nii.gz,49,nan
SAM-vit_h,spleen_38.nii.gz,50,nan
SAM-vit_h,spleen_38.nii.gz,51,nan
SAM-vit_h,spleen_38.nii.gz,52,nan
SAM-vit_h,spleen_38.nii.gz,53,nan
SAM-vit_h,spleen_38.nii.gz,54,nan
SAM-vit_h,spleen_38.nii.gz,55,nan
SAM-vit_h,spleen_38.nii.gz,56,nan
SAM-vit_h,spleen_38.nii.gz,57,nan
SAM-vit_h,spleen_38.nii.gz,58,nan
SAM-vit_h,spleen_38.nii.gz,59,nan
SAM-vit_h,spleen_38.nii.gz,60,nan
SAM-vit_h,spleen_38.nii.gz,61,nan
SAM-vit_h,spleen_38.nii.gz,62,nan
SAM-vit_h,spleen_38.nii.gz,63,nan
SAM-vit_h,spleen_38.nii.gz,64,nan
SAM-vit_h,spleen_38.nii.gz,65,nan
SAM-vit_h,spleen_38.nii.gz,66,nan
SAM-vit_h,spleen_38.nii.gz,67,nan
SAM-vit_h,spleen_38.nii.gz,68,nan
SAM-vit_h,spleen_38.nii.gz,69,nan
SAM-vit_h,spleen_38.nii.gz,70,nan
SAM-vit_h,spleen_38.nii.gz,71,nan
SAM-vit_h,spleen_38.nii.gz,72,nan
SAM-vit_h,spleen_38.nii.gz,73,nan
SAM-vit_h,spleen_38.nii.gz,74,nan
SAM-vit_h,spleen_38.nii.gz,75,nan
SAM-vit_h,spleen_38.nii.gz,76,nan
SAM-vit_h,spleen_38.nii.gz,77,0.7392776523702032
SAM-vit_h,spleen_38.nii.gz,78,0.8642745709828393
SAM-vit_h,spleen_38.nii.gz,79,0.9114669611632615
SAM-vit_h,spleen_38.nii.gz,80,0.916303400174368
SAM-vit_h,spleen_38.nii.gz,81,0.8836872586872587
SAM-vit_h,spleen_38.nii.gz,82,0.8781224584640409
SAM-vit_h,spleen_38.nii.gz,83,0.855359765051395
SAM-vit_h,spleen_38.nii.gz,84,0.8521811614337316
SAM-vit_h,spleen_38.nii.gz,85,0.8217317487266553
SAM-vit_h,spleen_38.nii.gz,86,0.778418261471063
SAM-vit_h,spleen_38.nii.gz,87,0.6705024932873034
SAM-vit_h,spleen_38.nii.gz,88,0.526829268292683
SAM-vit_h,spleen_38.nii.gz,89,nan
SAM-vit_h,spleen_38.nii.gz,90,nan
SAM-vit_h,spleen_38.nii.gz,91,nan
SAM-vit_h,spleen_38.nii.gz,92,nan
SAM-vit_h,spleen_38.nii.gz,93,nan
SAM-vit_h,spleen_38.nii.gz,94,nan
SAM-vit_h,spleen_38.nii.gz,95,nan
SAM-vit_h,spleen_38.nii.gz,96,nan
SAM-vit_h,spleen_38.nii.gz,97,nan
SAM-vit_h,spleen_38.nii.gz,98,nan
SAM-vit_h,spleen_38.nii.gz,99,nan
SAM-vit_h,spleen_40.nii.gz,0,nan
SAM-vit_h,spleen_40.nii.gz,1,nan
SAM-vit_h,spleen_40.nii.gz,2,nan
SAM-vit_h,spleen_40.nii.gz,3,nan
SAM-vit_h,spleen_40.nii.gz,4,nan
SAM-vit_h,spleen_40.nii.gz,5,nan
SAM-vit_h,spleen_40.nii.gz,6,nan
SAM-vit_h,spleen_40.nii.gz,7,nan
SAM-vit_h,spleen_40.nii.gz,8,nan
SAM-vit_h,spleen_40.nii.gz,9,nan
SAM-vit_h,spleen_40.nii.gz,10,nan
SAM-vit_h,spleen_40.nii.gz,11,nan
SAM-vit_h,spleen_40.nii.gz,12,nan
SAM-vit_h,spleen_40.nii.gz,13,nan
SAM-vit_h,spleen_40.nii.gz,14,nan
SAM-vit_h,spleen_40.nii.gz,15,nan
SAM-vit_h,spleen_40.nii.gz,16,nan
SAM-vit_h,spleen_40.nii.gz,17,nan
SAM-vit_h,spleen_40.nii.gz,18,nan
SAM-vit_h,spleen_40.nii.gz,19,nan
SAM-vit_h,spleen_40.nii.gz,20,nan
SAM-vit_h,spleen_40.nii.gz,21,nan
SAM-vit_h,spleen_40.nii.gz,22,nan
SAM-vit_h,spleen_40.nii.gz,23,nan
SAM-vit_h,spleen_40.nii.gz,24,nan
SAM-vit_h,spleen_40.nii.gz,25,nan
SAM-vit_h,spleen_40.nii.gz,26,nan
SAM-vit_h,spleen_40.nii.gz,27,nan
SAM-vit_h,spleen_40.nii.gz,28,nan
SAM-vit_h,spleen_40.nii.gz,29,nan
SAM-vit_h,spleen_40.nii.gz,30,nan
SAM-vit_h,spleen_40.nii.gz,31,nan
SAM-vit_h,spleen_40.nii.gz,32,nan
SAM-vit_h,spleen_40.nii.gz,33,nan
SAM-vit_h,spleen_40.nii.gz,34,nan
SAM-vit_h,spleen_40.nii.gz,35,nan
SAM-vit_h,spleen_40.nii.gz,36,nan
SAM-vit_h,spleen_40.nii.gz,37,nan
SAM-vit_h,spleen_40.nii.gz,38,nan
SAM-vit_h,spleen_40.nii.gz,39,nan
SAM-vit_h,spleen_40.nii.gz,40,nan
SAM-vit_h,spleen_40.nii.gz,41,nan
SAM-vit_h,spleen_40.nii.gz,42,nan
SAM-vit_h,spleen_40.nii.gz,43,nan
SAM-vit_h,spleen_40.nii.gz,44,nan
SAM-vit_h,spleen_40.nii.gz,45,nan
SAM-vit_h,spleen_40.nii.gz,46,nan
SAM-vit_h,spleen_40.nii.gz,47,nan
SAM-vit_h,spleen_40.nii.gz,48,nan
SAM-vit_h,spleen_40.nii.gz,49,nan
SAM-vit_h,spleen_40.nii.gz,50,nan
SAM-vit_h,spleen_40.nii.gz,51,nan
SAM-vit_h,spleen_40.nii.gz,52,nan
SAM-vit_h,spleen_40.nii.gz,53,nan
SAM-vit_h,spleen_40.nii.gz,54,nan
SAM-vit_h,spleen_40.nii.gz,55,nan
SAM-vit_h,spleen_40.nii.gz,56,nan
SAM-vit_h,spleen_40.nii.gz,57,nan
SAM-vit_h,spleen_40.nii.gz,58,nan
SAM-vit_h,spleen_40.nii.gz,59,0.719906048150323
SAM-vit_h,spleen_40.nii.gz,60,0.8876729964596073
SAM-vit_h,spleen_40.nii.gz,61,0.9381546134663342
SAM-vit_h,spleen_40.nii.gz,62,0.9060081091043126
SAM-vit_h,spleen_40.nii.gz,63,0.94140625
SAM-vit_h,spleen_40.nii.gz,64,0.9371415720229394
SAM-vit_h,spleen_40.nii.gz,65,0.8881864161849711
SAM-vit_h,spleen_40.nii.gz,66,0.8682389937106918
SAM-vit_h,spleen_40.nii.gz,67,0.9202435312024353
SAM-vit_h,spleen_40.nii.gz,68,0.9147573644514018
SAM-vit_h,spleen_40.nii.gz,69,0.8631651218674906
SAM-vit_h,spleen_40.nii.gz,70,0.8828760355704188
SAM-vit_h,spleen_40.nii.gz,71,0.8578392965961522
SAM-vit_h,spleen_40.nii.gz,72,0.8291583166332666
SAM-vit_h,spleen_40.nii.gz,73,0.771850170261067
SAM-vit_h,spleen_40.nii.gz,74,0.6571691176470589
SAM-vit_h,spleen_40.nii.gz,75,nan
SAM-vit_h,spleen_40.nii.gz,76,nan
SAM-vit_h,spleen_40.nii.gz,77,nan
SAM-vit_h,spleen_40.nii.gz,78,nan
SAM-vit_h,spleen_40.nii.gz,79,nan
SAM-vit_h,spleen_40.nii.gz,80,nan
SAM-vit_h,spleen_40.nii.gz,81,nan
SAM-vit_h,spleen_40.nii.gz,82,nan
SAM-vit_h,spleen_40.nii.gz,83,nan
SAM-vit_h,spleen_40.nii.gz,84,nan
SAM-vit_h,spleen_40.nii.gz,85,nan
SAM-vit_h,spleen_40.nii.gz,86,nan
SAM-vit_h,spleen_40.nii.gz,87,nan
SAM-vit_h,spleen_40.nii.gz,88,nan
SAM-vit_h,spleen_40.nii.gz,89,nan
SAM-vit_h,spleen_40.nii.gz,90,nan
SAM-vit_h,spleen_40.nii.gz,91,nan
SAM-vit_h,spleen_40.nii.gz,92,nan
SAM-vit_h,spleen_41.nii.gz,0,nan
SAM-vit_h,spleen_41.nii.gz,1,nan
SAM-vit_h,spleen_41.nii.gz,2,nan
SAM-vit_h,spleen_41.nii.gz,3,nan
SAM-vit_h,spleen_41.nii.gz,4,nan
SAM-vit_h,spleen_41.nii.gz,5,nan
SAM-vit_h,spleen_41.nii.gz,6,nan
SAM-vit_h,spleen_41.nii.gz,7,nan
SAM-vit_h,spleen_41.nii.gz,8,nan
SAM-vit_h,spleen_41.nii.gz,9,nan
SAM-vit_h,spleen_41.nii.gz,10,nan
SAM-vit_h,spleen_41.nii.gz,11,nan
SAM-vit_h,spleen_41.nii.gz,12,nan
SAM-vit_h,spleen_41.nii.gz,13,nan
SAM-vit_h,spleen_41.nii.gz,14,nan
SAM-vit_h,spleen_41.nii.gz,15,nan
SAM-vit_h,spleen_41.nii.gz,16,nan
SAM-vit_h,spleen_41.nii.gz,17,nan
SAM-vit_h,spleen_41.nii.gz,18,nan
SAM-vit_h,spleen_41.nii.gz,19,nan
SAM-vit_h,spleen_41.nii.gz,20,nan
SAM-vit_h,spleen_41.nii.gz,21,nan
SAM-vit_h,spleen_41.nii.gz,22,nan
SAM-vit_h,spleen_41.nii.gz,23,nan
SAM-vit_h,spleen_41.nii.gz,24,nan
SAM-vit_h,spleen_41.nii.gz,25,nan
SAM-vit_h,spleen_41.nii.gz,26,nan
SAM-vit_h,spleen_41.nii.gz,27,nan
SAM-vit_h,spleen_41.nii.gz,28,nan
SAM-vit_h,spleen_41.nii.gz,29,nan
SAM-vit_h,spleen_41.nii.gz,30,nan
SAM-vit_h,spleen_41.nii.gz,31,nan
SAM-vit_h,spleen_41.nii.gz,32,nan
SAM-vit_h,spleen_41.nii.gz,33,nan
SAM-vit_h,spleen_41.nii.gz,34,nan
SAM-vit_h,spleen_41.nii.gz,35,nan
SAM-vit_h,spleen_41.nii.gz,36,nan
SAM-vit_h,spleen_41.nii.gz,37,nan
SAM-vit_h,spleen_41.nii.gz,38,nan
SAM-vit_h,spleen_41.nii.gz,39,nan
SAM-vit_h,spleen_41.nii.gz,40,nan
SAM-vit_h,spleen_41.nii.gz,41,nan
SAM-vit_h,spleen_41.nii.gz,42,nan
SAM-vit_h,spleen_41.nii.gz,43,nan
SAM-vit_h,spleen_41.nii.gz,44,nan
SAM-vit_h,spleen_41.nii.gz,45,nan
SAM-vit_h,spleen_41.nii.gz,46,nan
SAM-vit_h,spleen_41.nii.gz,47,nan
SAM-vit_h,spleen_41.nii.gz,48,nan
SAM-vit_h,spleen_41.nii.gz,49,nan
SAM-vit_h,spleen_41.nii.gz,50,nan
SAM-vit_h,spleen_41.nii.gz,51,nan
SAM-vit_h,spleen_41.nii.gz,52,nan
SAM-vit_h,spleen_41.nii.gz,53,nan
SAM-vit_h,spleen_41.nii.gz,54,nan
SAM-vit_h,spleen_41.nii.gz,55,nan
SAM-vit_h,spleen_41.nii.gz,56,nan
SAM-vit_h,spleen_41.nii.gz,57,nan
SAM-vit_h,spleen_41.nii.gz,58,nan
SAM-vit_h,spleen_41.nii.gz,59,nan
SAM-vit_h,spleen_41.nii.gz,60,nan
SAM-vit_h,spleen_41.nii.gz,61,nan
SAM-vit_h,spleen_41.nii.gz,62,0.42011834319526625
SAM-vit_h,spleen_41.nii.gz,63,0.811142061281337
SAM-vit_h,spleen_41.nii.gz,64,0.846284356973193
SAM-vit_h,spleen_41.nii.gz,65,0.8677274987568374
SAM-vit_h,spleen_41.nii.gz,66,0.8817368120358027
SAM-vit_h,spleen_41.nii.gz,67,0.8795510145344654
SAM-vit_h,spleen_41.nii.gz,68,0.9530750543408771
SAM-vit_h,spleen_41.nii.gz,69,0.9339683914267157
SAM-vit_h,spleen_41.nii.gz,70,0.8625989753143922
SAM-vit_h,spleen_41.nii.gz,71,0.8852028863274295
SAM-vit_h,spleen_41.nii.gz,72,0.9002409638554217
SAM-vit_h,spleen_41.nii.gz,73,0.8626476072094469
SAM-vit_h,spleen_41.nii.gz,74,0.86054579093432
SAM-vit_h,spleen_41.nii.gz,75,0.8201849836779108
SAM-vit_h,spleen_41.nii.gz,76,0.7667720407446434
SAM-vit_h,spleen_41.nii.gz,77,0.7254451464675474
SAM-vit_h,spleen_41.nii.gz,78,0.5708582834331337
SAM-vit_h,spleen_41.nii.gz,79,nan
SAM-vit_h,spleen_41.nii.gz,80,nan
SAM-vit_h,spleen_41.nii.gz,81,nan
SAM-vit_h,spleen_41.nii.gz,82,nan
SAM-vit_h,spleen_41.nii.gz,83,nan
SAM-vit_h,spleen_41.nii.gz,84,nan
SAM-vit_h,spleen_41.nii.gz,85,nan
SAM-vit_h,spleen_41.nii.gz,86,nan
SAM-vit_h,spleen_41.nii.gz,87,nan
SAM-vit_h,spleen_41.nii.gz,88,nan
